,n_mu,n_std,eta_mu,eta_std,s0_mu,s0_std,R_mu,R_std,d_mu,d_std
0,0.10668112552654499,0.49502491687524974,0.7873158847772624,0.49502491687494604,0.42478491017942427,0.49502491687482564,0.7585821830506924,0.4950249168749132,0.9597319775523582,0.4950249168765135
1,0.1166795624532593,0.49009420534416254,0.7773195486911563,0.49009666452205286,0.43474197231908784,0.4900986215590109,0.7485865940414743,0.4900970969353732,0.9497321038317903,0.49009329033524074
2,0.1266751179260691,0.4852044697299822,0.7673297034384371,0.48521328640141925,0.4446150760469131,0.48522038409217705,0.7385980955182389,0.48521500683597873,0.9397324467692637,0.4851999246363761
3,0.13666607169734182,0.48035254362421304,0.7573492175293332,0.4803731217404214,0.45434819561822,0.48038963395048423,0.7286194069064673,0.48037734382838093,0.9297330048758314,0.4803401111819085
4,0.14665035244505065,0.47553553529412096,0.7473811016981871,0.475574739607199,0.46386654174163566,0.47560596375254044,0.7186532415116288,0.47558301912756124,0.9197337248460927,0.4755099648832268
5,0.15662561981386325,0.47075087797055837,0.7374286581786991,0.47081686882751417,0.47307319994884484,0.4708691264592439,0.708702393674637,0.4708311046544131,0.9097345788175389,0.4707063714165235
6,0.16658932378279784,0.4659963516313331,0.7274956022540569,0.46609835324483107,0.48184668519151735,0.46617902525170846,0.6987699502264481,0.46612076210422676,0.8997356604288277,0.46592676369837754
7,0.1765387563521405,0.4612700890658846,0.717586174968313,0.4614181211782673,0.49004144877216077,0.4615356944235855,0.6888594971028931,0.46145119058170564,0.8897372586300866,0.461168908873839
8,0.18647109791595715,0.4565705678322513,0.7077052521073183,0.4567751633009376,0.4974939137739635,0.45693926799200224,0.6789752843153372,0.45682159841018344,0.8797398961352179,0.45643078328717335
9,0.19638345723930356,0.45189659047951775,0.6978584488385247,0.4521685177966968,0.5040361853523067,0.4523899360000014,0.6691223571618004,0.45223119288469954,0.8697443438202769,0.45171052292454855
10,0.20627286898651254,0.4472472405539389,0.6880521668092878,0.4475972738082877,0.5095162970954228,0.44788789273340673,0.6593066162149233,0.4476791886917443,0.8597516179864982,0.44700642298026144
11,0.2161362439897028,0.44262182290536023,0.6782935752088016,0.44306059016638144,0.5138201821229987,0.4434332848451948,0.6495348027687365,0.4431648280854004,0.8497629619649419,0.442316967105051
12,0.2259702967810802,0.4380198065302666,0.6685905591592298,0.43855771687862705,0.5168884061796392,0.4390261663913561,0.6398144434773205,0.43868740197472256,0.8397798186644698,0.4376408640943716
13,0.23577148369439113,0.43344078603765607,0.6589516840898031,0.4340880089582765,0.5187222844883937,0.4346664665111189,0.6301538086424614,0.43424626329726834,0.8298038148159421,0.4329770636651746
14,0.24553598664023182,0.4288844723325898,0.6493862309595186,0.42965092701562596,0.5193790207744313,0.4303539731979355,0.6205619414508455,0.42984083021303265,0.819836771699408,0.42832474199653187
15,0.2552597370706701,0.424350701456128,0.6399042968728683,0.4252460306376618,0.518959641320081,0.42608833407066027,0.6110487565234523,0.425470584816106,0.8098807383638607,0.423683271297109
16,0.2649384492735132,0.4198394434214728,0.6305169152854512,0.4208729732694995,0.5175949386315105,0.4218690726535366,0.6016251682020082,0.42113507311107656,0.7999380338520262,0.4190521919787887
17,0.27456763872711765,0.4153508007673304,0.6212361566556592,0.41653150175493203,0.5154335180566149,0.4176956157933198,0.5923032085773815,0.41683390849671337,0.7900112830521562,0.41443120051619375
18,0.2841426124867084,0.41088499443266746,0.6120751848225021,0.4122214595877428,0.5126336829378726,0.41356732642510885,0.5830961079974343,0.4125667788804812,0.7801034340314117,0.4098201563432441
19,0.2936584276810571,0.4064423406410965,0.6030482578076212,0.40794279218057206,0.5093589243434795,0.409483536985712,0.5740183257948048,0.40833345644129,0.7702177540664678,0.4052191006858325
20,0.3031098333121735,0.4020232290049584,0.5941706938506583,0.40369555171565,0.5057758971896532,0.4054435804605884,0.5650855376725259,0.4041338081610257,0.7603578112053768,0.400628276089008
21,0.312491212738172,0.3976281087046328,0.5854588277838662,0.39947990004588874,0.5020534385053776,0.40144681656934,0.5563145942233408,0.3999678041464443,0.7505274539262965,0.3960481366701871
22,0.3217965312824036,0.393257481550934,0.5769299602970053,0.3952961088339967,0.49836110388838956,0.39749265010247004,0.5477234628849281,0.39583552067198113,0.7407307995868221,0.39147934498778353
23,0.3310192915619098,0.38891189916705005,0.5686022989785461,0.39114455582968627,0.49486595688273594,0.39358053889857075,0.539331165231206,0.3917371365832602,0.7309722376400019,0.3869227569116435
24,0.34015250948696046,0.3845919647546997,0.5604949090093154,0.3870257166636954,0.49172699043184553,0.3897099911880822,0.5311577314785836,0.38767292430352285,0.7212564537143968,0.38237939576384095
25,0.3491887241008942,0.3802983400049037,0.5526276942321043,0.38294015336150833,0.4890874060035735,0.38588055455989606,0.5232241841057791,0.383643239124328,0.7115884743580626,0.3778504198708757
26,0.3581200319537749,0.3760317523436338,0.5450213899911781,0.37888850162763693,0.4870657391190044,0.3820917993602017,0.5155525256208263,0.37964851048692844,0.7019737193582153,0.37333709264403225
27,0.3669381076590058,0.3717929935234022,0.5376974933448311,0.3748714577625068,0.4857473181933896,0.37834329847985,0.5081656639638901,0.3756892360255113,0.692418041153725,0.36884076428365126
28,0.3756341752600315,0.3675829062544314,0.5306780580156092,0.37088976487166664,0.48517779479017215,0.37463460644380187,0.501087203277521,0.371765976022481,0.6829277336118017,0.3643628690113649
29,0.3841989277502417,0.3634023650032903,0.5239853411209326,0.3669441982817819,0.48536021480927766,0.3709652429643804,0.49434107175987535,0.36787934493386143,0.6735095071376372,0.3599049324153444
30,0.39262242219951443,0.35925226011374384,0.5176413469287849,0.36303555042184443,0.48625611368877875,0.36733468614662323,0.48795101822745407,0.36402999797347574,0.6641704447691897,0.35546857672348575
31,0.4008939844726584,0.35513349001290717,0.5116673289870599,0.35916461499544916,0.48778985883028353,0.36374237735811316,0.4819400424395515,0.3602186131364345,0.6549179604895726,0.3510555145551393
32,0.4090021434819759,0.35104696034075306,0.5060832898596163,0.3553321700064915,0.4898547207022624,0.3601877358276736,0.47632981311725314,0.3564458702518416,0.6457597759052032,0.3466675301690731
33,0.4169346025947473,0.3469935868565073,0.5009074990926213,0.3515389599083206,0.492319350749974,0.3566701789078535,0.47114010027090103,0.3527124285580057,0.6367039196242716,0.3423064549928136
34,0.42467825440753665,0.34297429975029753,0.4961560505095834,0.3477856778467056,0.49503417781330017,0.35318914335831947,0.46638824655065136,0.3490189045132146,0.6277587465548334,0.33797414493738964
35,0.4322192495759563,0.3389900477509732,0.49184248857060897,0.3440729489041918,0.4978381346068719,0.3497441030320722,0.46208872009536994,0.34536585231851613,0.6189329799397452,0.33367246024587904
36,0.4395431303335364,0.3350418011410291,0.4879775333645323,0.3404013157498108,0.5005666173721838,0.3463345795765206,0.45825278861480506,0.341753749713806,0.6102357817179397,0.32940324499289514
37,0.44663502210273304,0.3311305527567769,0.48456890244833417,0.3367712285227441,0.5030613357432283,0.34296014478597664,0.45488830666954994,0.3381829896535359,0.6016768449262496,0.32516830698658866
38,0.4534798475585399,0.32725731477563963,0.4816211740259242,0.3331830390261855,0.5051817243055827,0.3396204147022347,0.4519995488898975,0.3346538756332545,0.5932664828757861,0.3209694041205403
39,0.4600625164730127,0.32342310908552024,0.47913561637043867,0.3296369968957659,0.5068163939571139,0.33631503684734604,0.44958701786132754,0.3311666178551221,0.5850156834368666,0.3168082424445668
40,0.4663680730479829,0.3196289521858271,0.47710996288580315,0.3261332459748454,0.507892522047474,0.3330436741204156,0.4476472138116146,0.3277213295456136,0.5769361152483289,0.31268648278518074
41,0.4723818251804598,0.31587583883738385,0.4755381904104444,0.3226718221574256,0.5083814801798996,0.3298059906771536,0.4461724170718462,0.32431802509893953,0.569040097075549,0.3086057468682217
42,0.47808948782901195,0.3121647275942782,0.47441036793300656,0.31925265466374414,0.5082999624844102,0.3266016440194486,0.44515054220355815,0.32095662144394616,0.5613405472330629,0.30456761755170203
43,0.48347734213700555,0.3084965273798345,0.4737125825385046,0.315875569943094,0.5077068318668069,0.32343028388770556,0.4445650835938463,0.3176369419664896,0.5538509175895883,0.3005736354627707
44,0.48853239845748886,0.30487208334636573,0.473426922665597,0.3125402962477396,0.50669663795709,0.3202915559234677,0.444395152899191,0.31435872210776805,0.546585108173595,0.29662529650741903
45,0.49324257807720473,0.301292163077627,0.47353154415973137,0.3092464696584784,0.5053910910378513,0.3171851081192872,0.44461562507112956,0.31112161759056967,0.5395573669099611,0.29272404970972143
46,0.4975969436453436,0.29775744547256716,0.47400086815163484,0.30599364411498026,0.5039294411334552,0.31411059853339146,0.44519741462270856,0.30792521696650776,0.5327821872678593,0.2888712913054928
47,0.5015859729823341,0.29426851231591156,0.4748058980792681,0.3027813054224127,0.5024579333422299,0.31106770176114096,0.44610786407351366,0.30476905799495974,0.5262742060730065,0.28506835440942246
48,0.5052018302238669,0.29082584084292945,0.4759145788960215,0.299608886465631,0.5011181033915515,0.308056111154331,0.447311182997175,0.3016526448948177,0.5200480847335857,0.2813164986716649
49,0.5084386035468583,0.28742979706039967,0.4772921531146729,0.2964757820353547,0.5000342446608705,0.30507553576285185,0.4487688916227854,0.2985754641992115,0.514118356080853,0.2776169036048953
50,0.5112925243288043,0.284080630986834,0.4789015443988264,0.2933813637863974,0.4993014806858965,0.3021256937032369,0.4504402840360522,0.2955369996032162,0.5084992391165082,0.2739706640617165
51,0.5137621918215953,0.2807784742989315,0.4807038129658228,0.2903249955311701,0.4989764724808941,0.29920630483332583,0.45228295706754806,0.2925367467409538,0.5032044385558045,0.27037878453052083
52,0.5158487967011514,0.277523340166645,0.48265867989832784,0.28730604792773584,0.4990723914067951,0.2963170854645109,0.454253419051942,0.2895742264430512,0.498246939260699,0.2668421722961367
53,0.5175563152563268,0.2743151255871176,0.48472508770242767,0.2843239117999342,0.49955879945038584,0.29345774723107376,0.45630774852382655,0.2866489936483256,0.49363879089416984,0.26336163219062825
54,0.5188916533149398,0.2711536166062102,0.48686177664204383,0.2813780096110335,0.5003661475578262,0.2906280006946372,0.4584022713954457,0.2837606412533793,0.4893908751837844,0.2599378634716259
55,0.5198647340760779,0.2680384960316208,0.48902787584859647,0.2784678042639497,0.5013940879769649,0.28782756215377614,0.4604942498822711,0.28090880094934256,0.48551265617671946,0.2565714559762166
56,0.5204885270380657,0.26496935314369846,0.4911835083888733,0.2755928046465012,0.5025226826628353,0.28505616106139303,0.462542577561185,0.27809314278077013,0.48201191862016746,0.253262883408832
57,0.5207790068171085,0.26194569522283756,0.49329039171044614,0.27275256786472174,0.503625591720322,0.28231354555907134,0.46450845519104406,0.27531337291379415,0.4788944983363665,0.25001249517497937
58,0.5207550307705044,0.25896696027370164,0.4953124077851359,0.2699466980058942,0.5045841928852085,0.27959948421045616,0.46635602722217395,0.2725692288599803,0.4761640116811892,0.24682050928698235
59,0.5204381469351733,0.2560325300458552,0.4972161450722475,0.2671748415687319,0.5053012983723986,0.276913763485241,0.4680529903980851,0.2698604733258307,0.47382159968249005,0.24368700682932196
60,0.5198523620283089,0.2531417432564534,0.4989714393665506,0.264436680827731,0.5057127764015262,0.27425618273071084,0.4695711875303764,0.26718688844770605,0.47186570134254563,0.24061192797114844
61,0.5190238767292316,0.2502939091276093,0.5005519030679981,0.26173192631340547,0.505795135879217,0.2716265491492631,0.4708871557835056,0.26454827036672907,0.4702918574238235,0.23759507192532814
62,0.517980767847385,0.24748832041678728,0.5019353851817493,0.2590603084433331,0.5055675179018558,0.2690246742617076,0.47198257718778625,0.26194442301502063,0.4690925445813188,0.23463610355523
63,0.516752626880065,0.24472426523774102,0.5031043492752082,0.2564215688228138,0.5050878097406697,0.266450372565727,0.47284462397955823,0.2593751515223091,0.4682570625894084,0.23173456496876724
64,0.515370209993615,0.24200103803590714,0.5040462297837809,0.2538154529058058,0.5044438948470429,0.26390346270263637,0.4734662353235769,0.2568402572752997,0.4677715119810474,0.22888988731291868
65,0.5138651246746953,0.23931794946295745,0.5047537814426173,0.2512417044296013,0.5037413688254475,0.2613837697443124,0.4738463280416938,0.25433953564963024,0.46761887401258795,0.22610140122882502
66,0.5122695112538643,0.23667433362355086,0.5052253331050838,0.24870006025797609,0.5030888425022816,0.2588911257704314,0.47398988028601463,0.2518727753078526,0.46777916733584807,0.22336834900766453
67,0.5106156805564662,0.23406955238326593,0.5054648691669658,0.24619024561625538,0.5025823453323359,0.2564253675416394,0.4739078307839008,0.24943975786848324,0.4682296529401228,0.22068990020049523
68,0.508935717509083,0.2315029982125865,0.5054819459015512,0.24371197153211924,0.5022911630592186,0.2539863327346685,0.47361679032199244,0.24704025829576792,0.46894507956962656,0.21806516823435085
69,0.5072610588433679,0.2289740960960637,0.5052914499531377,0.24126493501351928,0.5022476067706767,0.25157385642491636,0.4731385752079836,0.24467404653541602,0.4698979635404278,0.2154932259209013
70,0.5056220263605683,0.22648230359129676,0.5049131659661953,0.23884882079831563,0.5024425444417203,0.24918776858188224,0.4724995486807649,0.2423408894533337,0.4710588864503053,0.2129731212360613
71,0.5040473213655803,0.2240271088626537,0.504371160762821,0.23646330410772995,0.5028276371638789,0.24682789331797,0.47172977927588755,0.2400405519309123,0.47239680881409385,0.2105038944299523
72,0.50256352805223,0.22160802732443377,0.5036930563642671,0.23410805435346035,0.5033242551688766,0.2444940500534094,0.47086208803381785,0.23777279766205633,0.4738794256046059,0.20808459393470086
73,0.5011946647788095,0.21922459709125788,0.5029092479650458,0.2317827390650068,0.5038378618628743,0.24218605528318993,0.46993105801516283,0.2355373907871082,0.4754735839762935,0.20571428850840717
74,0.49996177726949326,0.21687637322835743,0.5020520551949782,0.22948702713553212,0.5042754432894997,0.23990372323133113,0.4689720056602295,0.23333409790185664,0.4771457440208923,0.2033920771998903
75,0.4988825474351434,0.2145629209124474,0.501154766737062,0.2272205907422043,0.5045627170558159,0.23764686457375916,0.4680198785553725,0.23116268913991822,0.4788624451987827,0.20111709997884206
76,0.4979709256747188,0.21228380806982905,0.5002505924500845,0.2249831057690125,0.5046577703684736,0.23541528386223806,0.4671081060661173,0.22902293835522095,0.4805907712182011,0.19888854742320808
77,0.49723684081862407,0.2100385992981646,0.4993716120629464,0.22277425182806807,0.5045585018090504,0.23320877774961782,0.4662674901400213,0.22691462323554124,0.48229883866946593,0.19670566451717628
78,0.49668602242040455,0.2078268524646804,0.49854778554871093,0.22059371285498325,0.5043023032867217,0.23102713560679447,0.4655251935650982,0.2248375249960971,0.4839563188393386,0.19456774713551697
79,0.4963199111454454,0.20564811690552323,0.49780600476023196,0.21844117719318515,0.5039576658980219,0.22887014164020328,0.4649038282738816,0.22279142667405438,0.4855349628631845,0.19247413501440067
80,0.4961356389170565,0.2035019319982251,0.49716918174705604,0.2163163361152137,0.5036091100120524,0.2267375767445884,0.464420660573452,0.22077611045961154,0.4870090941173553,0.1904242046405546
81,0.496126101267909,0.20138782670697533,0.49665544012675433,0.21421888161982708,0.5033385237175493,0.22462921943593947,0.4640869886437955,0.21879135549177564,0.48835605049666864,0.18841736256006586
82,0.4962801238521232,0.19930532024228917,0.496277448718837,0.21214850404332383,0.5032068220533971,0.22254484557931728,0.46390773298388993,0.21683693643754734,0.4895565626177907,0.18645303995887036
83,0.4965827051268368,0.1972539232619654,0.4960419067379456,0.21010488940615094,0.5032400121164292,0.2204842271332217,0.4638812583794812,0.2149126222291896,0.4905950551580719,0.18453068976370252
84,0.49701536505710664,0.1952331404759815,0.4959492618927039,0.20808771780713906,0.5034233642690599,0.21844713163468837,0.46399947400261365,0.2130181753347952,0.49145988126649204,0.18264978424414496
85,0.49755664623865187,0.19324247546592832,0.4959937615762789,0.2060966641337659,0.5037056557611793,0.21643332377277738,0.46424826956626464,0.21115335266867258,0.49214351173123244,0.18080980957566173
86,0.4981827548488015,0.19128143669346442,0.4961638383088373,0.204131400575264,0.5040126089234321,0.21444256830531785,0.46460828003868493,0.20931790785596047,0.49264267506583254,0.1790102577444386
87,0.49886829102694114,0.1893495433783958,0.4964427659993044,0.20219160003989392,0.5042661500025274,0.21247463282939189,0.465055904422679,0.20751159344176076,0.492958416631058,0.17725061966480185
88,0.49958703192252374,0.1874463302362182,0.49680953580482157,0.20027693964338542,0.5044046421581322,0.21052928932535464,0.465564509455877,0.2057341628333412,0.493096047296099,0.17553038192415776
89,0.5003127468800266,0.18557135015800283,0.4972399164866211,0.19838710328881773,0.5043987971754312,0.20860631417428213,0.4661057739362488,0.20398537282328372,0.4930649702785215,0.17384902683064934
90,0.5010200232196059,0.18372417492208606,0.4977076595159097,0.1965217832171044,0.5042588208664948,0.20670548756923388,0.46665111216600136,0.20226498639596346,0.4928783864265764,0.17220603513273344
91,0.5016850707490546,0.18190439449132886,0.49818579059765544,0.1946806807843066,0.5040305794509915,0.20482659329959085,0.46717309726419187,0.20057277458210257,0.49255288685336623,0.1706008909447891
92,0.5022864830118647,0.18011161527362063,0.4986479384480424,0.1928635065057379,0.5037817260653445,0.2029694189363384,0.46764682617448605,0.19890851718401717,0.49210795421281334,0.16903308701068004
93,0.5028059500618175,0.17834545815765798,0.4990696730609808,0.1910699798872493,0.5035817416328967,0.20113375619102503,0.4680511735559062,0.19727200297010294,0.4915653938986393,0.1675021284353139
94,0.5032288849252745,0.17660555652909815,0.4994297724309885,0.18929982905353349,0.5034815627390749,0.1993194009597386,0.4683698454261469,0.1956630291489072,0.49094869923871537,0.1660075358507749
95,0.503544903848897,0.1748915537291281,0.4997112990471486,0.18755278951513393,0.5034987653788842,0.1975261526242755,0.46859214485830847,0.1940813997620277,0.49028235612404825,0.16454884941375306
96,0.5037481528700254,0.17320310065448805,0.49990244644167753,0.18582860270845714,0.5036131905410125,0.19575381345581386,0.46871342201582067,0.19252692384807593,0.4895911188110406,0.16312563169588767
97,0.5038374888372701,0.17153985435269395,0.4999971413373535,0.18412701515683513,0.5037747825332483,0.19400218887040144,0.468735200228996,0.19099941450242686,0.4888992889537261,0.16173746740437475
98,0.5038164737630656,0.16990147711250436,0.49999531628519567,0.1824477777962596,0.503921091884857,0.19227108778084137,0.46866493627152817,0.1894986886285347,0.4882300035221592,0.16038396163606228
99,0.5036931544347287,0.16828763606111183,0.4999027959271688,0.18079064553309057,0.5039986512242239,0.19056032252502222,0.4685153945483616,0.1880245666335369,0.48760454173828044,0.15906473863519466
